,posted,neighborhood,location,post title,number bedrooms,sqft,URL,price,distance_to_CMU,duration_CMU,bus_distance_CMU,distance_to_downtown,duration_downtown,bus_distance_downtown,lat,lon,Coordinates,nearest_restaurants,nearest_shuttle_stop
0,2020-02-07 21:53,(Regent Square),40.438929;-79.893329,"Polished Hardwood Floors, Nice Kitchen, Pet Friendly, Aug 1st",1.0,585.0,https://pittsburgh.craigslist.org/apa/d/polished-hardwood-floors-nice-kitchen/7059430101.html,953,4970.0,1234.0,354.0,10829.0,2563.0,354.0,40.438928999999995,-79.89332900000001,POINT (191167024.456982 -19809608.52025039),"[('El Burro', 4.441562156385951, 3.5), ('Istanbul Grille', 4.446559345249849, 4.5), ('Thai Cottage', 4.530658763071366, 4.0), ('Square Cafe', 4.579126397650752, 4.0), (""D's Six Pax & Dogz"", 4.7445315001447455, 4.0)]","('Fifth Avenue at South Aiken Avenue', 'B', 78.84929151978831)"
1,2020-02-07 21:52,(Strip District),40.440600;-79.995900,Short lease in an Amazing building near DT,2.0,1185.0,https://pittsburgh.craigslist.org/sub/d/pittsburgh-short-lease-in-an-amazing/7060657286.html,980,5270.0,1149.0,239.0,911.0,479.0,119.0,40.4406,-79.9959,POINT (192430405.8687304 -20104915.15672603),"[('Pita My Shawarma', 0.056950197610594624, 4.0), ('H J Heinz', 0.056950197610594624, 4.0), ('The Carlton', 0.6350152628483479, 4.0), ('The Commoner', 1.353320735725519, 4.0), (""Street Food's World"", 2.1859983810746626, 4.5)]","('Fifth Avenue at Wilkins Avenue', 'B', 5.668965109087639)"
2,2020-02-07 21:51," (Pittsburgh, PA)",40.400300;-79.933800,Bedroom $335 a month all included,,,https://pittsburgh.craigslist.org/roo/d/pittsburgh-bedroom-335-month-all/7064975001.html,335,19773.0,7826.0,4050.0,14369.0,4934.0,4047.0,40.4003,-79.9338,POINT (191642988.122595 -20009922.30190388),"[('Hamsah', 25.722440349831967, 5.0), ('Babylon Cuisine', 25.722440349831967, 4.5), (""Hough's"", 30.6216794274262, 4.0), ('Sushi Too', 33.98560358406377, 3.0), ('Yoshino', 34.0275012406592, 4.0)]","('Ronald Street @ Donegal Way\xa0', 'PTC', 19.917388276422027)"
3,2020-02-07 21:26,(Regent Square - Near Frick Park & Shops),40.440970;-79.893694,"Classic & Comfortable, Big Living Room, Balcony, Nice Location, Aug 1",1.0,,https://pittsburgh.craigslist.org/apa/d/pittsburgh-classic-comfortable-big/7068510349.html,935,4923.0,1319.0,511.0,10783.0,2648.0,511.0,40.44097,-79.893694,POINT (191172515.0719375 -19806290.59753383),"[('Istanbul Grille', 5.490508164711636, 4.5), ('Thai Cottage', 5.637306500825792, 4.0), ('El Burro', 5.638416379320249, 3.5), ('Frick Park Tavern', 5.880654426838989, 4.0), ('The Map Room Grill & Bar', 5.886820298088268, 3.5)]","('Fifth Avenue at South Aiken Avenue', 'B', 77.35721568745598)"
4,2020-02-07 19:43,(Regent Square - East Busway - Frick Park),40.440791;-79.893715,"Large Private Balcony, Spacious Interior, Local Culture, Aug 1st",1.0,708.0,https://pittsburgh.craigslist.org/apa/d/pittsburgh-large-private-balcony/7068152368.html,911,4847.0,1263.0,435.0,10707.0,2592.0,435.0,40.440791,-79.893715,POINT (191172680.6318334 -19806734.7847383),"[('Istanbul Grille', 5.36676337359129, 4.5), ('Thai Cottage', 5.515912944156364, 4.0), ('El Burro', 5.521268082220899, 3.5), ('Frick Park Tavern', 5.741992252948419, 4.0), ('The Map Room Grill & Bar', 5.765842485956034, 3.5)]","('Fifth Avenue at South Aiken Avenue', 'B', 77.285012108022)"
5,2020-02-07 21:18,(Regent Square - East Busway - Frick Park),40.438619;-79.886892,"Premium Studio, All Utilities Included, Classic Details, Aug 1st",,302.0,https://pittsburgh.craigslist.org/apa/d/pittsburgh-premium-studio-all-utilities/7068488725.html,794,5785.0,1580.0,337.0,12806.0,1903.0,281.0,40.438619,-79.886892,POINT (191088337.0716811 -19791679.93106863),"[(""Nancy's Revival"", 3.563182452527402, 4.5), ('Soul Food Connection', 5.862985147827453, 4.5), ('GoodFellas Restaurant & Tavern', 10.93900931877264, 4.5), (""Applebee's Grill + Bar"", 11.276108844568707, 3.0), ('Thai Terrace', 11.983571902513226, 4.5)]","('Fifth Avenue at South Aiken Avenue', 'B', 103.39808089253675)"
6,2020-02-07 18:47,(Regent Square - East Busway - Frick Park),40.438521;-79.886892,"All Utilities Included, Studio, Easy Bus Transit, Shops & Park, Aug 1",,247.0,https://pittsburgh.craigslist.org/apa/d/pittsburgh-all-utilities-included/7068087146.html,615,5796.0,1587.0,348.0,12795.0,1894.0,270.0,40.438521,-79.886892,POINT (191088287.3833204 -19791889.79931235),"[(""Nancy's Revival"", 3.6069787476450905, 4.5), ('Soul Food Connection', 5.893279291026042, 4.5), ('GoodFellas Restaurant & Tavern', 10.874025258522135, 4.5), (""Applebee's Grill + Bar"", 11.228093707439974, 3.0), ('Thai Terrace', 11.953292968568697, 4.5)]","('Fifth Avenue at South Aiken Avenue', 'B', 103.40230731363654)"
7,2020-02-07 21:13,(Regent Square - East Busway - Frick Park),40.425911;-79.880326,"Built-in Cabinets, Chandelier Lighting, Porch & Deck, Aug 1st",2.0,1087.0,https://pittsburgh.craigslist.org/apa/d/pittsburgh-built-in-cabinets-chandelier/7058142770.html,1112,8108.0,2167.0,1241.0,15609.0,2562.0,1017.0,40.425911,-79.880326,POINT (191001875.190092 -19799936.96961652),"[(""Emil's Lounge"", 8.350861807970935, 4.5), (""Ms. Jean's Southern Cuisine"", 11.660212273252327, 3.5), ('Fireside Caribbean Restaurant', 13.321434303587846, 3.5), ('Thai Terrace', 14.744872006505611, 4.5), ('Crabs R Us', 15.142642083847095, 3.5)]","('Fifth Avenue at South Aiken Avenue', 'B', 129.14109368289576)"
8,2020-02-07 21:11,(Squirrel Hill Pittsburgh),40.429265;-79.915237,Large Master Bedroom Bath Furnished close CMU/PITT All included,,500.0,https://pittsburgh.craigslist.org/roo/d/pittsburgh-large-master-bedroom-bath/7066530539.html,1260,4048.0,1421.0,838.0,9907.0,2750.0,838.0,40.429265,-79.915237,POINT (191430004.6884328 -19893766.2211188),"[('TGI Fridays', 12.415176428454814, 2.0), ('Rock Bottom Restaurant & Brewery', 13.23460597018431, 3.0), ('Yokoso Japanese Steakhouse', 13.631107919910256, 3.0), ('El Campesino', 13.908985312898473, 4.0), (""Dave & Buster's"", 13.971257630001888, 2.5)]","('Fifth Avenue at South Aiken Avenue', 'B', 13.955348643540525)"
9,2020-02-07 21:11,(Pittsburgh),40.428786;-79.914551,Large Bright furnished Student Bedroom ALL included Squirrel Hill,,250.0,https://pittsburgh.craigslist.org/roo/d/pittsburgh-large-bright-furnished/7054472451.html,720,4079.0,1486.0,869.0,9938.0,2815.0,869.0,40.428785999999995,-79.914551,POINT (191421358.625927 -19892803.46750379),"[('TGI Fridays', 12.626392461879977, 2.0), (""Dave & Buster's"", 12.913425542692568, 2.5), ('Rock Bottom Restaurant & Brewery', 13.05818509163313, 3.0), ('El Campesino', 13.792647374957106, 4.0), ('Yokoso Japanese Steakhouse', 13.95105813817463, 3.0)]","('Fifth Avenue at South Aiken Avenue', 'B', 13.493298096054922)"
10,2020-02-07 21:08,(BEAVER COUNTY),40.500000;-80.199600,***INVESTMENT*** PROPERTY MANAGEMENT,,,https://pittsburgh.craigslist.org/reo/d/coraopolis-investment-property/7067409329.html,0,,,,,,,40.5,-80.1996,POINT (195032559.4258616 -20583822.51708526),"[('Primanti Bros', 398.8943535072028, 3.5), (""Sunny Jim's Tavern"", 421.7941002999526, 3.5), ('Wild Rosemary', 434.32067870977534, 4.0), ('Sapporo Japanese Steakhouse', 435.07772583645357, 4.0), (""Rupe's Roadhouse"", 436.73330233420575, 4.0)]","('Shady Avenue at Fifth Avenue', 'BS', 545.8817449800134)"
11,2020-02-07 21:08,(BEAVER COUNTY),40.671800;-80.291700,***INVESTMENT*** PROPERTY MANAGEMENT,,,https://pittsburgh.craigslist.org/vac/d/monaca-investment-property-management/7066562309.html,0,57256.0,10292.0,3332.0,51405.0,8481.0,3332.0,40.6718,-80.2917,POINT (196313246.5285608 -20487141.48786626),"[('Primanti Bros', 785.9173670714845, 3.5), (""Sunny Jim's Tavern"", 801.893330522512, 3.5), (""Rupe's Roadhouse"", 816.5634414437511, 4.0), ('Sapporo Japanese Steakhouse', 821.8606592116229, 4.0), ('Wild Rosemary', 824.9646924622441, 4.0)]","('Shady Avenue at Fifth Avenue', 'BS', 930.3243900408896)"
17,2020-02-07 20:59,(Regent Square - Frick Park),40.443648;-79.891977,"Nice Apartment Above Storefront, Parking, Dishwasher, A/C, Aug 1st.",2.0,1034.0,https://pittsburgh.craigslist.org/apa/d/pittsburgh-nice-apartment-above/7069795222.html,1086,5350.0,1402.0,350.0,12681.0,1815.0,650.0,40.443647999999996,-79.891977,POINT (191152916.6148826 -19795592.6401145),"[('The Dream BBQ', 7.009818502528289, 4.5), ('Square Cafe', 9.181436380231775, 4.0), ('El Burro', 9.810804418685589, 3.5), ('Istanbul Grille', 10.001385008046906, 4.5), ('Thai Cottage', 10.00265752798392, 4.0)]","('Fifth Avenue at South Aiken Avenue', 'B', 83.81984766571776)"
18,2020-02-07 20:56,(Palm Coast),29.486100;-81.204500,Florida Vacation House Daytona Area,3.0,,https://pittsburgh.craigslist.org/vac/d/palm-coast-florida-vacation-house/7057050572.html,0,,,,,,,29.4861,-81.2045,POINT (201440300.4586698 -49301582.68010698),"[('Wild Rosemary', 9078.731233371995, 4.0), (""Claudio's Pizzeria & Ristorante"", 9094.018776822646, 4.5), (""Brick N' Mortar Kitchen & Catering"", 9106.972492106155, 4.5), ('Leogreta', 9107.836964714881, 4.0), ('Insurrection AleWorks', 9107.982720108204, 4.5)]","('Shady Avenue at Fifth Avenue', 'BS', 9191.092023045961)"
19,2020-02-07 20:56,(North Myrtle beach South Carolina),33.834300;-78.660600,Oceanfront 4br/3ba North Myrtle beach condo,4.0,,https://pittsburgh.craigslist.org/vac/d/north-myrtle-beach-oceanfront-4br-3ba/7071241887.html,0,,,,,,,33.8343,-78.6606,POINT (173885366.845028 -29567145.47183982),"[('Cousins Maine Lobster - Pittsburgh', 5797.688476009248, 4.0), (""hanadi's"", 5915.5557602111885, 5.0), ('Roman Bistro', 5920.637061186664, 3.5), ('Superior Motors', 5938.697495623797, 4.0), ('Steel Towne Inn', 5961.093210658203, 4.5)]","('Fifth Avenue at South Aiken Avenue', 'B', 6111.307615926994)"
20,2020-02-07 20:56,(329 South Broadway Avenue Scottdale PA),40.096702;-79.590134,Duplex For Rent.  Winter Special!!!,3.0,,https://pittsburgh.craigslist.org/apa/d/scottdale-duplex-for-rent-winter-special/7057534588.html,690,,,,,,,40.096702,-79.59013399999999,POINT (187383303.8864882 -19673293.85006941),"[('Cousins Maine Lobster - Pittsburgh', 771.2550058831736, 4.0), (""hanadi's"", 984.4407646168423, 5.0), ('Roman Bistro', 990.7291025322967, 3.5), ('Superior Motors', 1025.7198850152492, 4.0), ('Starlite Lounge', 1039.3926715902883, 3.5)]","('Fifth Avenue at South Aiken Avenue', 'B', 1232.3868773179079)"
21,2020-02-07 20:54,(Oakland),40.437495;-79.952523,Available in May! One Bedroom One Bath!,2.0,570.0,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-in-may-one-bedroom/7062458589.html,1145,2144.0,801.0,668.0,4868.0,1634.0,788.0,40.437495,-79.952523,POINT (191892320.2529563 -19984583.14872351),"[(""Frenchi's Deli & Market"", 0.46454523131471426, 4.5), ('Beta Bites', 3.2853440241851652, 4.0), ('Mesa', 3.6844256397363093, 4.0), ('Asia Tea House', 3.6960827517510912, 3.0), ('The Porch at Schenley', 4.305648126444156, 3.5)]","('North Dithridge Street at Fifth Avenue', 'AB', 9.060416372375029)"
22,2020-02-07 20:52,(5710 PEBBLE CREEK CT),40.314142;-80.031799,ARE YOU PAYING WATER/SWR? IS IT A GOOD DEAL?  2 BR BETHEL PARK 3/15,2.0,,https://pittsburgh.craigslist.org/apa/d/bethel-park-are-you-paying-water-swr-is/7071240090.html,825,20198.0,3851.0,337.0,15266.0,2714.0,337.0,40.314142,-80.03179899999999,POINT (192812404.1154301 -20484041.64356208),"[('Pho Kim 88', 33.13589654108615, 4.0), ('Cafe Americano', 38.20500083897081, 4.0), (""Piacquadio's Italian Restaurant & Lounge"", 38.57902881577521, 4.5), ('Cocina Mendoza', 38.57902881577521, 3.5), ('Oya Sushi & Korean Grill', 39.586265087302955, 4.5)]","('South Dithridge Street at Filmore Street', 'AB', 89.05849561685635)"
23,2020-02-07 20:51,(PLEASANT HILLS),40.331169;-79.939372,2 BRS WITH 1.5 OR 2 BATH UNBELIEVABLE CLOSETS!! PLEASANT HILLS,2.0,926.0,https://pittsburgh.craigslist.org/apa/d/2-brs-with-15-or-2-bath-unbelievable/7071239811.html,850,26955.0,5320.0,628.0,21606.0,3999.0,628.0,40.331169,-79.93937199999999,POINT (191676181.9717809 -20174687.43238851),"[('Watami Hibachi Steakhouse', 38.66756584881869, 4.0), ('Fish Fry - St. Stephen Church', 52.81199632844604, 4.5), (""C&D's Kitchen"", 54.17991150424352, 5.0), ('Jozsa Corner', 57.9718659174336, 4.0), (""Hough's"", 64.11151484136192, 4.0)]","('Ronald Street @ Donegal Way\xa0', 'PTC', 71.13291103342264)"
25,2020-02-07 20:51,(Regent Square - Frick Park),40.442473;-79.893501,"Unique Apartment, Pet Friendly, A/C, Heat Included, Aug 1st",1.0,614.0,https://pittsburgh.craigslist.org/apa/d/pittsburgh-unique-apartment-pet/7064117511.html,829,5054.0,1218.0,182.0,10913.0,2547.0,182.0,40.442473,-79.893501,POINT (191170921.4279701 -19802512.78708269),"[('Istanbul Grille', 6.572770843131362, 4.5), ('El Burro', 6.669742988613105, 3.5), ('Thai Cottage', 6.700836271869809, 4.0), ('The Map Room Grill & Bar', 6.945618603385413, 3.5), (""D's Six Pax & Dogz"", 6.992323550804094, 4.0)]","('Fifth Avenue at South Aiken Avenue', 'B', 78.03506126305179)"
26,2020-02-07 20:51,(BELLEVUE),40.491659;-80.051923,Remodeled  3rd fl Hardwood,1.0,,https://pittsburgh.craigslist.org/apa/d/remodeled-3rd-fl-hardwood/7071239696.html,525,14942.0,3449.0,317.0,9286.0,2030.0,317.0,40.491659000000006,-80.051923,POINT (193155133.9248442 -20159766.52912797),"[('Revival on Lincoln', 2.3530651131357136, 4.0), ('202 Hometown Tacos', 3.928103599646983, 3.5), ('Thai Tamarind', 17.343971574615995, 4.0), ('Grille 565', 23.204730324771273, 4.0), ('Rochester Inn & Hardwood Grille', 30.622152846630936, 3.0)]","('Fifth Avenue at Maryland Avenue', 'AB', 36.38409673656458)"
27,2020-02-07 20:50," (Brighton Heights, North Side, Pittsburgh 15212)",40.465870;-80.033019,"Real Post - Privacy, Freedom, Home 13x18 Incl UTIL, CABLE, WIFI, CLEAN",,,https://pittsburgh.craigslist.org/roo/d/pittsburgh-real-post-privacy-freedom/7071196519.html,479,11540.0,2688.0,63.0,5884.0,1269.0,63.0,40.46587,-80.033019,POINT (192905476.9187261 -20159687.24600417),"[(""Krista's Cantina"", 5.556830905296106, 4.5), ('Flavors Famous Street Food', 9.014707196478659, 4.5), ('Metro Eats', 10.505634242808995, 2.0), ('Rumerz Sports Bar & Grill', 11.6735208423178, 4.5), (""Just Roll'd Up"", 15.099142823477543, 5.0)]","('South Dithridge Street at Filmore Street', 'AB', 15.085704301283645)"
28,2020-02-07 20:48,(West Homestead),40.392600;-79.905200,Large Building On Corner LOT w/ Three Acres,,,https://pittsburgh.craigslist.org/reo/d/homestead-large-building-on-corner-lot/7059280766.html,625000,9591.0,3644.0,1118.0,15145.0,2972.0,1118.0,40.3926,-79.9052,POINT (191288520.7306879 -19943272.79580738),"[('Old School Italian Sandwich Shop', 15.405919695542195, 4.5), ('Chick-fil-A', 16.98011699986481, 4.0), ('Dorothy 6 Blast Furnace Cafe', 20.228197674876245, 4.0), (""Honest John's Bar & Restaurant"", 20.998910050475562, 4.5), ('Hook Fish and Chicken', 25.263055450588446, 5.0)]","('Fifth Avenue at South Aiken Avenue', 'B', 50.077617961341396)"
29,2020-02-07 20:47," (25 W Chestnut St, Washington PA)",40.172332;-80.247188,Beautiful 1-Bedroom Apartment,,,https://pittsburgh.craigslist.org/apa/d/washington-beautiful-1-bedroom-apartment/7069513673.html,700,61845.0,5697.0,209.0,55733.0,3959.0,209.0,40.172332,-80.247188,POINT (195475139.9058058 -21446929.82212825),"[('Primanti Bros', 617.8642990850794, 3.5), ('Wild Rosemary', 629.5931702357931, 4.0), ('Leogreta', 643.9151890277806, 4.0), ('Sapporo Japanese Steakhouse', 651.4880356522513, 4.0), (""Brick N' Mortar Kitchen & Catering"", 655.5160858828955, 4.5)]","('Shady Avenue at Fifth Avenue', 'BS', 761.522426959209)"
30,2020-02-07 20:39,(pittsburgh),40.475200;-79.952800,*//*Gorgeous 2brx2 Ba (($700)) Unit Available*//*,2.0,,https://pittsburgh.craigslist.org/apa/d/pittsburgh-gorgeous-2brx2-ba-700-unit/7071190645.html,700,6095.0,2114.0,696.0,6451.0,2383.0,719.0,40.4752,-79.9528,POINT (191914916.8976029 -19904296.91349325),"[('52nd Street Market', 4.142446983705268, 5.0), ('B52 Cafe', 6.162568424243484, 4.5), ('Hug Thai', 6.866410319291114, 3.5), ('Taste of India', 6.952746303476846, 4.0), ('The Black Cat Market', 8.568996559602919, 4.5)]","('Centre Avenue at South Euclid Avenue', 'AB', 11.265746212036609)"
31,2020-02-07 20:39,(Regent Square - East Busway - Frick Park),40.443599;-79.892578,"Two Floors of Huge House, Large Rooms, Pet Friendly, Aug 1st",4.0,2900.0,https://pittsburgh.craigslist.org/apa/d/pittsburgh-two-floors-of-huge-house/7069804461.html,1596,5283.0,1349.0,283.0,12792.0,1898.0,761.0,40.443599,-79.892578,POINT (191160226.5300445 -19797433.74554456),"[('Square Cafe', 8.147198909475838, 4.0), ('The Dream BBQ', 8.30377626524148, 4.5), ('El Burro', 8.462949397373041, 3.5), ('Istanbul Grille', 8.56251662643773, 4.5), ('Thai Cottage', 8.607415900485275, 4.0)]","('Fifth Avenue at South Aiken Avenue', 'B', 81.52551066906955)"
33,2020-02-07 20:39," (Lawrenceville, Pittsburgh,PA)",40.472275;-79.959794,For rent- renovated two bedroom  in Lawrenceville,2.0,,https://pittsburgh.craigslist.org/apa/d/pittsburgh-for-rent-renovated-two/7069608238.html,2000,8791.0,2576.0,531.0,5540.0,1910.0,126.0,40.472275,-79.95979399999999,POINT (191999688.5046209 -19930975.96813609),"[('Ki Ramen', 0.6861067911746497, 3.5), ('Kickback Pinball Cafe', 0.7288047130989277, 4.5), ('The Vandal', 1.2551948025110264, 4.0), (""Walter's Southern Kitchen"", 1.4198504752038317, 3.5), ('Bar Botanico', 1.5240103980602602, 4.5)]","('South Negley Avenue at East Busway', 'AB', 10.674042698467803)"
34,2020-02-07 20:33,(pittsburgh),40.368800;-80.022400,"@@Welcome to your New Home Sweet Home.4-Bedroom, 3 bath.@@",4.0,,https://pittsburgh.craigslist.org/apa/d/pittsburgh-welcome-to-your-new-home/7071169408.html,650,14701.0,3329.0,724.0,9769.0,2192.0,724.0,40.3688,-80.0224,POINT (192723267.0815982 -20338059.06599632),"[(""Santoro's Pizzeria Italiana"", 10.84579524310453, 4.5), ('Kabob-G Grill', 12.692334178079406, 4.5), (""Someone Else's Bar"", 14.65663867090478, 4.0), ('The Original Gyro', 16.603688800113094, 4.5), ('Las Palmas Carniceria', 17.663927476114914, 4.5)]","('4615 Forbes Avenue', 'AB', 51.44392234850178)"
35,2020-02-07 20:31,(southside flats),40.425400;-79.979900,4 bedroom house,4.0,,https://pittsburgh.craigslist.org/apa/d/4-bedroom-house/7071230372.html,1995,5229.0,1582.0,125.0,3868.0,1161.0,125.0,40.4254,-79.9799,POINT (192224311.9448687 -20090708.57127048),"[(""Piper's Pub"", 2.642108243008728, 4.5), ('Fat Heads Saloon', 2.709968495537267, 4.0), ('The Pub Chip Shop', 2.844552739413841, 4.5), ('Carmi Soul Food', 2.8505224064658723, 4.0), ('Primanti Bros', 3.039505090818897, 3.5)]","('Panther Hollow Road', 'PTC', 5.760555919885107)"
36,2020-02-07 20:28,(Regent Square - East Busway - Frick Park),40.443746;-79.891999,"Large Recently Renovated Apartment Above Storefront, Pet Friendly, Aug",2.0,1227.0,https://pittsburgh.craigslist.org/apa/d/pittsburgh-large-recently-renovated/7069783536.html,1062,5305.0,1367.0,305.0,12750.0,1860.0,719.0,40.443746000000004,-79.891999,POINT (191153234.7885958 -19795446.24909512),"[('The Dream BBQ', 6.988368278228964, 4.5), ('Square Cafe', 9.192251735700953, 4.0), ('El Burro', 9.806322202882772, 3.5), ('Istanbul Grille', 9.992149874999608, 4.5), ('Thai Cottage', 9.995814954904152, 4.0)]","('Fifth Avenue at South Aiken Avenue', 'B', 83.73330090302025)"
37,2020-02-07 20:23,(Squirrel Hill),40.430800;-79.920500,One Bedroom in Squirrel Hill!,1.0,447.0,https://pittsburgh.craigslist.org/apa/d/pittsburgh-one-bedroom-in-squirrel-hill/7064931250.html,995,3279.0,1053.0,362.0,9138.0,2382.0,362.0,40.4308,-79.9205,POINT (191495281.4672725 -19905749.28352905),"[('Ramen Bar', 4.850696003770228, 3.5), ('Rose Tea Cafe', 5.008681954466139, 3.5), (""Aladdin's Eatery - Pittsburgh-Squirrel Hill"", 5.238305697584424, 4.0), ('Everyday Noodles', 5.266721735046612, 4.0), ('Kiin Lao & Thai Eatery', 5.339717335556835, 4.5)]","('PTC-Pittsburgh Technology Center', 'PTC', 1.2239046656167243)"
38,2020-02-07 20:23,(Regent Square - Frick Park),40.443305;-79.891613,"Premium Single Bedroom, Near Shops & Restaurants, Dog Friendly, Aug 1",1.0,700.0,https://pittsburgh.craigslist.org/apa/d/pittsburgh-premium-single-bedroom-near/7068193524.html,859,5418.0,1406.0,285.0,12704.0,1836.0,673.0,40.443305,-79.891613,POINT (191148300.6897148 -19795275.99416869),"[('The Dream BBQ', 6.7434431843810705, 4.5), ('Square Cafe', 9.821782365161958, 4.0), ('El Burro', 10.613042390382416, 3.5), (""D's Six Pax & Dogz"", 10.802388787736747, 4.0), ('Thai Cottage', 10.828051067553648, 4.0)]","('Fifth Avenue at South Aiken Avenue', 'B', 85.21921160255116)"
40,2020-02-07 20:22," (107 Pine Road, Edgeworth PA)",40.545367;-80.190681,Sewickley 1 BR apt,1.0,,https://pittsburgh.craigslist.org/apa/d/leetsdale-sewickley-1-br-apt/7056901384.html,1150,28340.0,4286.0,265.0,22489.0,2595.0,265.0,40.545367,-80.19068100000001,POINT (194941485.7623867 -20457683.53991928),"[('Primanti Bros', 367.75520660204415, 3.5), (""Sunny Jim's Tavern"", 386.26397372919996, 3.5), (""Rupe's Roadhouse"", 401.12221338797997, 4.0), ('Sapporo Japanese Steakhouse', 403.75328419860773, 4.0), ('Leogreta', 407.64717379299884, 4.0)]","('Shady Avenue at Fifth Avenue', 'BS', 512.9867756418215)"
41,2020-02-07 20:21,(Liberty St),40.307598;-79.548459,Large Two Bedroom Apartmemt in Heart of Downtown Greensburg,2.0,1000.0,https://pittsburgh.craigslist.org/apa/d/large-two-bedroom-apartmemt-in-heart-of/7066770800.html,625,60740.0,6259.0,699.0,55137.0,4632.0,699.0,40.307598,-79.548459,POINT (187006583.2678397 -19115305.23190884),"[('Cousins Maine Lobster - Pittsburgh', 877.879444563491, 4.0), (""hanadi's"", 1114.7400078313822, 5.0), ('Roman Bistro', 1121.0396223163928, 3.5), ('Superior Motors', 1158.8903411835656, 4.0), ('Starlite Lounge', 1163.2450624009375, 3.5)]","('Fifth Avenue at South Aiken Avenue', 'B', 1364.481090225223)"
42,2020-02-07 20:11,(Regent Square - Frick Park),40.439598;-79.887815,"Garden Style Apartment, Pet Friendly, Private Patio, Courtyard, Aug 1",2.0,1073.0,https://pittsburgh.craigslist.org/apa/d/pittsburgh-garden-style-apartment-pet/7068121888.html,1103,5500.0,1439.0,208.0,13147.0,2162.0,622.0,40.439598,-79.887815,POINT (191100088.8436244 -19792248.07678328),"[(""Nancy's Revival"", 6.427483311710258, 4.5), ('Soul Food Connection', 8.972310843896041, 4.5), (""Applebee's Grill + Bar"", 9.831669240324386, 3.0), ('GoodFellas Restaurant & Tavern', 11.6243965864732, 4.5), ('Triangle Bar & Grill', 14.784553180443059, 4.5)]","('Fifth Avenue at South Aiken Avenue', 'B', 99.83873621859597)"
43,2020-02-07 21:36,(Regent Square - East End),40.439566;-79.887793,"Garden Style Apartment, Pet Friendly, Balcony, Courtyard, Mar 1st",2.0,1073.0,https://pittsburgh.craigslist.org/apa/d/pittsburgh-garden-style-apartment-pet/7067359391.html,1118,5500.0,1439.0,208.0,13147.0,2162.0,622.0,40.439566,-79.887793,POINT (191099804.3228208 -19792253.09098053),"[(""Nancy's Revival"", 6.352254527466302, 4.5), ('Soul Food Connection', 8.895350482019648, 4.5), (""Applebee's Grill + Bar"", 9.84814175122527, 3.0), ('GoodFellas Restaurant & Tavern', 11.589891319397433, 4.5), ('Triangle Bar & Grill', 14.766044608795253, 4.5)]","('Fifth Avenue at South Aiken Avenue', 'B', 99.9239057899169)"
44,2020-02-07 20:10,(West Mifflin),40.363400;-79.866400,Spacious Townhouse Available for Immediate Occupancy,2.0,,https://pittsburgh.craigslist.org/apa/d/duquesne-spacious-townhouse-available/7071155207.html,500,17500.0,3676.0,709.0,21537.0,4204.0,709.0,40.3634,-79.8664,POINT (190800728.3050415 -19893473.43665827),"[('Superior Motors', 32.25684999564141, 4.0), ('Steel Towne Inn', 34.51603664683904, 4.5), (""Dad's Pub & Grub"", 54.324718324939305, 4.5), (""Peppi's"", 57.404665891721336, 3.5), ('Royal Carribbean', 59.20593832378947, 3.5)]","('Fifth Avenue at South Aiken Avenue', 'B', 190.0912274706028)"
45,2020-02-07 20:08,(Clymer - Indiana County),40.669857;-79.009724,2 Bedroom on Franklin St.,2.0,,https://pittsburgh.craigslist.org/apa/d/2-bedroom-on-franklin-st/7071219763.html,425,,,,,,,40.669857,-79.009724,POINT (181210659.8982597 -16957711.32820215),"[('Cousins Maine Lobster - Pittsburgh', 2735.9319462855187, 4.0), (""hanadi's"", 2987.2906718227623, 5.0), ('Roman Bistro', 2993.4983528255375, 3.5), ('Starlite Lounge', 3029.292918923775, 3.5), ('Superior Motors', 3033.0013094706646, 4.0)]","('Fifth Avenue at South Aiken Avenue', 'B', 3234.9624541111316)"
46,2020-02-07 20:04,(Regent Square - Frick Park),40.442603;-79.892793,"Stylish Townhouse, Yard, Wood Floor, Pet Friendly, Aug 1",2.0,936.0,https://pittsburgh.craigslist.org/apa/d/pittsburgh-stylish-townhouse-yard-wood/7057433966.html,994,5171.0,1269.0,171.0,11030.0,2598.0,171.0,40.442603000000005,-79.89279300000001,POINT (191162345.5415688 -19800188.65124663),"[('Square Cafe', 7.27015507421026, 4.0), ('El Burro', 7.490175058006634, 3.5), ('Istanbul Grille', 7.566709031778445, 4.5), ('Thai Cottage', 7.621780570276901, 4.0), (""D's Six Pax & Dogz"", 7.765160556573045, 4.0)]","('Fifth Avenue at South Aiken Avenue', 'B', 80.73409097622223)"
